REF_DATE,GEO,Custodial admissions,Sex,VALUE
2018/2019,Manitoba,Other custodial statuses,"Total, custodial admission by sex",7611
2018/2019,Manitoba,Other custodial statuses,Male,5583
2018/2019,Manitoba,Other custodial statuses,Female,2028
2018/2019,Manitoba,Other custodial statuses,Sex unknown,0
2018/2019,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",13160
2018/2019,Saskatchewan,"Total, custodial admissions",Male,10865
2018/2019,Saskatchewan,"Total, custodial admissions",Female,2287
2018/2019,Saskatchewan,"Total, custodial admissions",Sex unknown,8
2018/2019,Saskatchewan,Sentenced,"Total, custodial admission by sex",4557
2018/2019,Saskatchewan,Sentenced,Male,3863
2018/2019,Saskatchewan,Sentenced,Female,692
2018/2019,Saskatchewan,Sentenced,Sex unknown,2
2018/2019,Saskatchewan,Remand,"Total, custodial admission by sex",8369
2018/2019,Saskatchewan,Remand,Male,6814
2018/2019,Saskatchewan,Remand,Female,1549
2018/2019,Saskatchewan,Remand,Sex unknown,6
2018/2019,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",234
2018/2019,Saskatchewan,Other custodial statuses,Male,188
2018/2019,Saskatchewan,Other custodial statuses,Female,46
2018/2019,Saskatchewan,Other custodial statuses,Sex unknown,0
2018/2019,Alberta,"Total, custodial admissions","Total, custodial admission by sex",37485
2018/2019,Alberta,"Total, custodial admissions",Male,30978
2018/2019,Alberta,"Total, custodial admissions",Female,6506
2018/2019,Alberta,"Total, custodial admissions",Sex unknown,1
2018/2019,Alberta,Sentenced,"Total, custodial admission by sex",15208
2018/2019,Alberta,Sentenced,Male,12785
2018/2019,Alberta,Sentenced,Female,2423
2018/2019,Alberta,Sentenced,Sex unknown,0
2018/2019,Alberta,Remand,"Total, custodial admission by sex",20273
2018/2019,Alberta,Remand,Male,16425
2018/2019,Alberta,Remand,Female,3847
2018/2019,Alberta,Remand,Sex unknown,1
2018/2019,Alberta,Other custodial statuses,"Total, custodial admission by sex",2004
2018/2019,Alberta,Other custodial statuses,Male,1768
2018/2019,Alberta,Other custodial statuses,Female,236
2018/2019,Alberta,Other custodial statuses,Sex unknown,0
2018/2019,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",23432
2018/2019,British Columbia,"Total, custodial admissions",Male,21123
2018/2019,British Columbia,"Total, custodial admissions",Female,2308
2018/2019,British Columbia,"Total, custodial admissions",Sex unknown,1
2018/2019,British Columbia,Sentenced,"Total, custodial admission by sex",9144
2018/2019,British Columbia,Sentenced,Male,8282
2018/2019,British Columbia,Sentenced,Female,862
2018/2019,British Columbia,Sentenced,Sex unknown,0
2018/2019,British Columbia,Remand,"Total, custodial admission by sex",12934
2018/2019,British Columbia,Remand,Male,11605
2018/2019,British Columbia,Remand,Female,1329
2018/2019,British Columbia,Remand,Sex unknown,0
2018/2019,British Columbia,Other custodial statuses,"Total, custodial admission by sex",1354
2018/2019,British Columbia,Other custodial statuses,Male,1236
2018/2019,British Columbia,Other custodial statuses,Female,117
2018/2019,British Columbia,Other custodial statuses,Sex unknown,1
2018/2019,Yukon,"Total, custodial admissions","Total, custodial admission by sex",424
2018/2019,Yukon,"Total, custodial admissions",Male,383
2018/2019,Yukon,"Total, custodial admissions",Female,38
2018/2019,Yukon,"Total, custodial admissions",Sex unknown,3
2018/2019,Yukon,Sentenced,"Total, custodial admission by sex",127
2018/2019,Yukon,Sentenced,Male,118
2018/2019,Yukon,Sentenced,Female,9
2018/2019,Yukon,Sentenced,Sex unknown,0
2018/2019,Yukon,Remand,"Total, custodial admission by sex",297
2018/2019,Yukon,Remand,Male,265
2018/2019,Yukon,Remand,Female,29
2018/2019,Yukon,Remand,Sex unknown,3
2018/2019,Yukon,Other custodial statuses,"Total, custodial admission by sex",0
2018/2019,Yukon,Other custodial statuses,Male,0
2018/2019,Yukon,Other custodial statuses,Female,0
2018/2019,Yukon,Other custodial statuses,Sex unknown,0
2018/2019,Northwest Territories,"Total, custodial admissions","Total, custodial admission by sex",1031
2018/2019,Northwest Territories,"Total, custodial admissions",Male,962
2018/2019,Northwest Territories,"Total, custodial admissions",Female,69
2018/2019,Northwest Territories,"Total, custodial admissions",Sex unknown,0
2018/2019,Northwest Territories,Sentenced,"Total, custodial admission by sex",361
2018/2019,Northwest Territories,Sentenced,Male,335
2018/2019,Northwest Territories,Sentenced,Female,26
2018/2019,Northwest Territories,Sentenced,Sex unknown,0
2018/2019,Northwest Territories,Remand,"Total, custodial admission by sex",670
2018/2019,Northwest Territories,Remand,Male,627
2018/2019,Northwest Territories,Remand,Female,43
2018/2019,Northwest Territories,Remand,Sex unknown,0
2018/2019,Northwest Territories,Other custodial statuses,"Total, custodial admission by sex",0
2018/2019,Northwest Territories,Other custodial statuses,Male,0
2018/2019,Northwest Territories,Other custodial statuses,Female,0
2018/2019,Northwest Territories,Other custodial statuses,Sex unknown,0
2018/2019,Nunavut,"Total, custodial admissions","Total, custodial admission by sex",1475
2018/2019,Nunavut,"Total, custodial admissions",Male,1397
2018/2019,Nunavut,"Total, custodial admissions",Female,78
2018/2019,Nunavut,"Total, custodial admissions",Sex unknown,0
2018/2019,Nunavut,Sentenced,"Total, custodial admission by sex",544
2018/2019,Nunavut,Sentenced,Male,523
2018/2019,Nunavut,Sentenced,Female,21
2018/2019,Nunavut,Sentenced,Sex unknown,0
2018/2019,Nunavut,Remand,"Total, custodial admission by sex",913
2018/2019,Nunavut,Remand,Male,856
2018/2019,Nunavut,Remand,Female,57
2018/2019,Nunavut,Remand,Sex unknown,0
2018/2019,Nunavut,Other custodial statuses,"Total, custodial admission by sex",18
2018/2019,Nunavut,Other custodial statuses,Male,18
2018/2019,Nunavut,Other custodial statuses,Female,0
2018/2019,Nunavut,Other custodial statuses,Sex unknown,0
2019/2020,All Provinces and territories,"Total, custodial admissions","Total, custodial admission by sex",227124
2019/2020,All Provinces and territories,"Total, custodial admissions",Male,193822
2019/2020,All Provinces and territories,"Total, custodial admissions",Female,33285
2019/2020,All Provinces and territories,"Total, custodial admissions",Sex unknown,17
2019/2020,All Provinces and territories,Sentenced,"Total, custodial admission by sex",64948
2019/2020,All Provinces and territories,Sentenced,Male,56726
2019/2020,All Provinces and territories,Sentenced,Female,8221
2019/2020,All Provinces and territories,Sentenced,Sex unknown,1
2019/2020,All Provinces and territories,Remand,"Total, custodial admission by sex",127382
2019/2020,All Provinces and territories,Remand,Male,107958
2019/2020,All Provinces and territories,Remand,Female,19409
2019/2020,All Provinces and territories,Remand,Sex unknown,15
2019/2020,All Provinces and territories,Other custodial statuses,"Total, custodial admission by sex",34794
2019/2020,All Provinces and territories,Other custodial statuses,Male,29138
2019/2020,All Provinces and territories,Other custodial statuses,Female,5655
2019/2020,All Provinces and territories,Other custodial statuses,Sex unknown,1
2019/2020,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admission by sex",1673
2019/2020,Newfoundland and Labrador,"Total, custodial admissions",Male,1458
2019/2020,Newfoundland and Labrador,"Total, custodial admissions",Female,208
2019/2020,Newfoundland and Labrador,"Total, custodial admissions",Sex unknown,7
2019/2020,Newfoundland and Labrador,Sentenced,"Total, custodial admission by sex",652
2019/2020,Newfoundland and Labrador,Sentenced,Male,573
2019/2020,Newfoundland and Labrador,Sentenced,Female,79
2019/2020,Newfoundland and Labrador,Sentenced,Sex unknown,0
2019/2020,Newfoundland and Labrador,Remand,"Total, custodial admission by sex",922
2019/2020,Newfoundland and Labrador,Remand,Male,797
2019/2020,Newfoundland and Labrador,Remand,Female,118
2019/2020,Newfoundland and Labrador,Remand,Sex unknown,7
2019/2020,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admission by sex",99
2019/2020,Newfoundland and Labrador,Other custodial statuses,Male,88
2019/2020,Newfoundland and Labrador,Other custodial statuses,Female,11
2019/2020,Newfoundland and Labrador,Other custodial statuses,Sex unknown,0
2019/2020,Prince Edward Island,"Total, custodial admissions","Total, custodial admission by sex",786
2019/2020,Prince Edward Island,"Total, custodial admissions",Male,676
2019/2020,Prince Edward Island,"Total, custodial admissions",Female,110
2019/2020,Prince Edward Island,"Total, custodial admissions",Sex unknown,0
2019/2020,Prince Edward Island,Sentenced,"Total, custodial admission by sex",517
2019/2020,Prince Edward Island,Sentenced,Male,443
2019/2020,Prince Edward Island,Sentenced,Female,74
2019/2020,Prince Edward Island,Sentenced,Sex unknown,0
2019/2020,Prince Edward Island,Remand,"Total, custodial admission by sex",263
2019/2020,Prince Edward Island,Remand,Male,227
2019/2020,Prince Edward Island,Remand,Female,36
2019/2020,Prince Edward Island,Remand,Sex unknown,0
2019/2020,Prince Edward Island,Other custodial statuses,"Total, custodial admission by sex",6
2019/2020,Prince Edward Island,Other custodial statuses,Male,6
2019/2020,Prince Edward Island,Other custodial statuses,Female,0
2019/2020,Prince Edward Island,Other custodial statuses,Sex unknown,0
2019/2020,Nova Scotia,"Total, custodial admissions","Total, custodial admission by sex",4331
2019/2020,Nova Scotia,"Total, custodial admissions",Male,3656
2019/2020,Nova Scotia,"Total, custodial admissions",Female,671
2019/2020,Nova Scotia,"Total, custodial admissions",Sex unknown,4
2019/2020,Nova Scotia,Sentenced,"Total, custodial admission by sex",1017
2019/2020,Nova Scotia,Sentenced,Male,875
2019/2020,Nova Scotia,Sentenced,Female,142
2019/2020,Nova Scotia,Sentenced,Sex unknown,0
2019/2020,Nova Scotia,Remand,"Total, custodial admission by sex",3044
2019/2020,Nova Scotia,Remand,Male,2542
2019/2020,Nova Scotia,Remand,Female,499
2019/2020,Nova Scotia,Remand,Sex unknown,3
2019/2020,Nova Scotia,Other custodial statuses,"Total, custodial admission by sex",270
2019/2020,Nova Scotia,Other custodial statuses,Male,239
2019/2020,Nova Scotia,Other custodial statuses,Female,30
2019/2020,Nova Scotia,Other custodial statuses,Sex unknown,1
2019/2020,New Brunswick,"Total, custodial admissions","Total, custodial admission by sex",5232
2019/2020,New Brunswick,"Total, custodial admissions",Male,4279
2019/2020,New Brunswick,"Total, custodial admissions",Female,953
2019/2020,New Brunswick,"Total, custodial admissions",Sex unknown,0
2019/2020,New Brunswick,Sentenced,"Total, custodial admission by sex",2131
2019/2020,New Brunswick,Sentenced,Male,1811
2019/2020,New Brunswick,Sentenced,Female,320
2019/2020,New Brunswick,Sentenced,Sex unknown,0
2019/2020,New Brunswick,Remand,"Total, custodial admission by sex",2287
2019/2020,New Brunswick,Remand,Male,1909
2019/2020,New Brunswick,Remand,Female,378
2019/2020,New Brunswick,Remand,Sex unknown,0
2019/2020,New Brunswick,Other custodial statuses,"Total, custodial admission by sex",814
2019/2020,New Brunswick,Other custodial statuses,Male,559
2019/2020,New Brunswick,Other custodial statuses,Female,255
2019/2020,New Brunswick,Other custodial statuses,Sex unknown,0
2019/2020,Quebec,"Total, custodial admissions","Total, custodial admission by sex",39817
2019/2020,Quebec,"Total, custodial admissions",Male,35155
2019/2020,Quebec,"Total, custodial admissions",Female,4662
2019/2020,Quebec,"Total, custodial admissions",Sex unknown,0
2019/2020,Quebec,Sentenced,"Total, custodial admission by sex",11137
2019/2020,Quebec,Sentenced,Male,9958
2019/2020,Quebec,Sentenced,Female,1179
2019/2020,Quebec,Sentenced,Sex unknown,0
2019/2020,Quebec,Remand,"Total, custodial admission by sex",26236
2019/2020,Quebec,Remand,Male,23159
2019/2020,Quebec,Remand,Female,3077
2019/2020,Quebec,Remand,Sex unknown,0
2019/2020,Quebec,Other custodial statuses,"Total, custodial admission by sex",2444
2019/2020,Quebec,Other custodial statuses,Male,2038
2019/2020,Quebec,Other custodial statuses,Female,406
2019/2020,Quebec,Other custodial statuses,Sex unknown,0
2019/2020,Ontario,"Total, custodial admissions","Total, custodial admission by sex",79944
2019/2020,Ontario,"Total, custodial admissions",Male,68896
2019/2020,Ontario,"Total, custodial admissions",Female,11048
2019/2020,Ontario,"Total, custodial admissions",Sex unknown,0
2019/2020,Ontario,Sentenced,"Total, custodial admission by sex",17822
2019/2020,Ontario,Sentenced,Male,15869
2019/2020,Ontario,Sentenced,Female,1953
2019/2020,Ontario,Sentenced,Sex unknown,0
2019/2020,Ontario,Remand,"Total, custodial admission by sex",42629
2019/2020,Ontario,Remand,Male,35901
2019/2020,Ontario,Remand,Female,6728
2019/2020,Ontario,Remand,Sex unknown,0
2019/2020,Ontario,Other custodial statuses,"Total, custodial admission by sex",19493
2019/2020,Ontario,Other custodial statuses,Male,17126
2019/2020,Ontario,Other custodial statuses,Female,2367
2019/2020,Ontario,Other custodial statuses,Sex unknown,0
2019/2020,Manitoba,"Total, custodial admissions","Total, custodial admission by sex",27962
2019/2020,Manitoba,"Total, custodial admissions",Male,21963
2019/2020,Manitoba,"Total, custodial admissions",Female,5998
2019/2020,Manitoba,"Total, custodial admissions",Sex unknown,1
2019/2020,Manitoba,Sentenced,"Total, custodial admission by sex",6445
2019/2020,Manitoba,Sentenced,Male,5366
2019/2020,Manitoba,Sentenced,Female,1078
2019/2020,Manitoba,Sentenced,Sex unknown,1
2019/2020,Manitoba,Remand,"Total, custodial admission by sex",13668
2019/2020,Manitoba,Remand,Male,10908
2019/2020,Manitoba,Remand,Female,2760
2019/2020,Manitoba,Remand,Sex unknown,0
2019/2020,Manitoba,Other custodial statuses,"Total, custodial admission by sex",7849
2019/2020,Manitoba,Other custodial statuses,Male,5689
2019/2020,Manitoba,Other custodial statuses,Female,2160
2019/2020,Manitoba,Other custodial statuses,Sex unknown,0
2019/2020,Saskatchewan,"Total, custodial admissions","Total, custodial admission by sex",12779
2019/2020,Saskatchewan,"Total, custodial admissions",Male,10486
2019/2020,Saskatchewan,"Total, custodial admissions",Female,2290
2019/2020,Saskatchewan,"Total, custodial admissions",Sex unknown,3
2019/2020,Saskatchewan,Sentenced,"Total, custodial admission by sex",4242
2019/2020,Saskatchewan,Sentenced,Male,3534
2019/2020,Saskatchewan,Sentenced,Female,708
2019/2020,Saskatchewan,Sentenced,Sex unknown,0
2019/2020,Saskatchewan,Remand,"Total, custodial admission by sex",8290
2019/2020,Saskatchewan,Remand,Male,6747
2019/2020,Saskatchewan,Remand,Female,1540
2019/2020,Saskatchewan,Remand,Sex unknown,3
2019/2020,Saskatchewan,Other custodial statuses,"Total, custodial admission by sex",247
2019/2020,Saskatchewan,Other custodial statuses,Male,205
2019/2020,Saskatchewan,Other custodial statuses,Female,42
2019/2020,Saskatchewan,Other custodial statuses,Sex unknown,0
2019/2020,Alberta,"Total, custodial admissions","Total, custodial admission by sex",31366
2019/2020,Alberta,"Total, custodial admissions",Male,26163
2019/2020,Alberta,"Total, custodial admissions",Female,5201
2019/2020,Alberta,"Total, custodial admissions",Sex unknown,2
2019/2020,Alberta,Sentenced,"Total, custodial admission by sex",13047
2019/2020,Alberta,Sentenced,Male,11056
2019/2020,Alberta,Sentenced,Female,1991
2019/2020,Alberta,Sentenced,Sex unknown,0
2019/2020,Alberta,Remand,"Total, custodial admission by sex",16203
2019/2020,Alberta,Remand,Male,13268
2019/2020,Alberta,Remand,Female,2933
2019/2020,Alberta,Remand,Sex unknown,2
2019/2020,Alberta,Other custodial statuses,"Total, custodial admission by sex",2116
2019/2020,Alberta,Other custodial statuses,Male,1839
2019/2020,Alberta,Other custodial statuses,Female,277
2019/2020,Alberta,Other custodial statuses,Sex unknown,0
2019/2020,British Columbia,"Total, custodial admissions","Total, custodial admission by sex",20634
2019/2020,British Columbia,"Total, custodial admissions",Male,18688
