REF_DATE,GEO,Custodial and community supervision,VALUE
2018/2019,Provinces and Territories,"Conditional sentence, community supervision",6082.1
2018/2019,Provinces and Territories,"Provincial parole, community supervision",1256.3
2018/2019,Provinces and Territories,"Probation rates per 100,000 adults",294.42
2018/2019,Newfoundland and Labrador,Total actual-in count,335.2
2018/2019,Newfoundland and Labrador,"Sentenced, actual-in count",181.8
2018/2019,Newfoundland and Labrador,"Remand, actual-in count",153.3
2018/2019,Newfoundland and Labrador,"Other statuses, actual-in count",0
2018/2019,Newfoundland and Labrador,On-register count,335.2
2018/2019,Newfoundland and Labrador,"Incarceration rates per 100,000 adults",76.74
2018/2019,Newfoundland and Labrador,Total community supervision count,
2018/2019,Newfoundland and Labrador,"Probation, community supervision",
2018/2019,Newfoundland and Labrador,"Conditional sentence, community supervision",
2018/2019,Newfoundland and Labrador,"Provincial parole, community supervision",
2018/2019,Newfoundland and Labrador,"Probation rates per 100,000 adults",
2018/2019,Prince Edward Island,Total actual-in count,101.7
2018/2019,Prince Edward Island,"Sentenced, actual-in count",69.9
2018/2019,Prince Edward Island,"Remand, actual-in count",28
2018/2019,Prince Edward Island,"Other statuses, actual-in count",3.7
2018/2019,Prince Edward Island,On-register count,103.7
2018/2019,Prince Edward Island,"Incarceration rates per 100,000 adults",81.76
2018/2019,Prince Edward Island,Total community supervision count,718.3
2018/2019,Prince Edward Island,"Probation, community supervision",711.5
2018/2019,Prince Edward Island,"Conditional sentence, community supervision",6.8
2018/2019,Prince Edward Island,"Provincial parole, community supervision",0
2018/2019,Prince Edward Island,"Probation rates per 100,000 adults",572.14
2018/2019,Nova Scotia,Total actual-in count,468.1
2018/2019,Nova Scotia,"Sentenced, actual-in count",128.4
2018/2019,Nova Scotia,"Remand, actual-in count",321.9
2018/2019,Nova Scotia,"Other statuses, actual-in count",17.9
2018/2019,Nova Scotia,On-register count,519.9
2018/2019,Nova Scotia,"Incarceration rates per 100,000 adults",58.9
2018/2019,Nova Scotia,Total community supervision count,
2018/2019,Nova Scotia,"Probation, community supervision",
2018/2019,Nova Scotia,"Conditional sentence, community supervision",
2018/2019,Nova Scotia,"Provincial parole, community supervision",
2018/2019,Nova Scotia,"Probation rates per 100,000 adults",
2018/2019,New Brunswick,Total actual-in count,468.6
2018/2019,New Brunswick,"Sentenced, actual-in count",217
2018/2019,New Brunswick,"Remand, actual-in count",242.6
2018/2019,New Brunswick,"Other statuses, actual-in count",9
2018/2019,New Brunswick,On-register count,491.9
2018/2019,New Brunswick,"Incarceration rates per 100,000 adults",73.73
2018/2019,New Brunswick,Total community supervision count,
2018/2019,New Brunswick,"Probation, community supervision",
2018/2019,New Brunswick,"Conditional sentence, community supervision",
2018/2019,New Brunswick,"Provincial parole, community supervision",
2018/2019,New Brunswick,"Probation rates per 100,000 adults",
2018/2019,Quebec,Total actual-in count,4487.9
2018/2019,Quebec,"Sentenced, actual-in count",2471.3
2018/2019,Quebec,"Remand, actual-in count",2016.6
2018/2019,Quebec,"Other statuses, actual-in count",0
2018/2019,Quebec,On-register count,4816.9
2018/2019,Quebec,"Incarceration rates per 100,000 adults",65.82
2018/2019,Quebec,Total community supervision count,14320.3
2018/2019,Quebec,"Probation, community supervision",12093.5
2018/2019,Quebec,"Conditional sentence, community supervision",1368.8
2018/2019,Quebec,"Provincial parole, community supervision",858
2018/2019,Quebec,"Probation rates per 100,000 adults",177.36
2018/2019,Ontario,Total actual-in count,7446.7
2018/2019,Ontario,"Sentenced, actual-in count",2049.8
2018/2019,Ontario,"Remand, actual-in count",5280.2
2018/2019,Ontario,"Other statuses, actual-in count",116.8
2018/2019,Ontario,On-register count,8461.7
2018/2019,Ontario,"Incarceration rates per 100,000 adults",64.36
2018/2019,Ontario,Total community supervision count,40673.2
2018/2019,Ontario,"Probation, community supervision",38231
2018/2019,Ontario,"Conditional sentence, community supervision",2043.8
2018/2019,Ontario,"Provincial parole, community supervision",398.3
2018/2019,Ontario,"Probation rates per 100,000 adults",330.41
2018/2019,Manitoba,Total actual-in count,2104.8
2018/2019,Manitoba,"Sentenced, actual-in count",663.8
2018/2019,Manitoba,"Remand, actual-in count",1441
2018/2019,Manitoba,"Other statuses, actual-in count",0
2018/2019,Manitoba,On-register count,2104.8
2018/2019,Manitoba,"Incarceration rates per 100,000 adults",201.03
2018/2019,Manitoba,Total community supervision count,6323.3
2018/2019,Manitoba,"Probation, community supervision",5989.1
2018/2019,Manitoba,"Conditional sentence, community supervision",334.3
2018/2019,Manitoba,"Provincial parole, community supervision",0
2018/2019,Manitoba,"Probation rates per 100,000 adults",572.02
2018/2019,Saskatchewan,Total actual-in count,1923
2018/2019,Saskatchewan,"Sentenced, actual-in count",940.2
2018/2019,Saskatchewan,"Remand, actual-in count",982.5
2018/2019,Saskatchewan,"Other statuses, actual-in count",0.3
2018/2019,Saskatchewan,On-register count,1923
2018/2019,Saskatchewan,"Incarceration rates per 100,000 adults",215.17
2018/2019,Saskatchewan,Total community supervision count,5796.2
2018/2019,Saskatchewan,"Probation, community supervision",4879.2
2018/2019,Saskatchewan,"Conditional sentence, community supervision",917
2018/2019,Saskatchewan,"Provincial parole, community supervision",0
2018/2019,Saskatchewan,"Probation rates per 100,000 adults",545.96
2018/2019,Alberta,Total actual-in count,3614.8
2018/2019,Alberta,"Sentenced, actual-in count",1017
2018/2019,Alberta,"Remand, actual-in count",2481.3
2018/2019,Alberta,"Other statuses, actual-in count",116.6
2018/2019,Alberta,On-register count,3884.5
2018/2019,Alberta,"Incarceration rates per 100,000 adults",108.15
2018/2019,Alberta,Total community supervision count,8451.3
2018/2019,Alberta,"Probation, community supervision",7792.3
2018/2019,Alberta,"Conditional sentence, community supervision",659
2018/2019,Alberta,"Provincial parole, community supervision",0
2018/2019,Alberta,"Probation rates per 100,000 adults",233.14
2018/2019,British Columbia,Total actual-in count,2422.7
2018/2019,British Columbia,"Sentenced, actual-in count",795
2018/2019,British Columbia,"Remand, actual-in count",1597.9
2018/2019,British Columbia,"Other statuses, actual-in count",29.9
2018/2019,British Columbia,On-register count,2422.7
2018/2019,British Columbia,"Incarceration rates per 100,000 adults",58.61
2018/2019,British Columbia,Total community supervision count,12081.9
2018/2019,British Columbia,"Probation, community supervision",11389
2018/2019,British Columbia,"Conditional sentence, community supervision",692.9
2018/2019,British Columbia,"Provincial parole, community supervision",0
2018/2019,British Columbia,"Probation rates per 100,000 adults",275.53
2018/2019,Yukon,Total actual-in count,67
2018/2019,Yukon,"Sentenced, actual-in count",19.8
2018/2019,Yukon,"Remand, actual-in count",47.2
2018/2019,Yukon,"Other statuses, actual-in count",0
2018/2019,Yukon,On-register count,67
2018/2019,Yukon,"Incarceration rates per 100,000 adults",205.85
2018/2019,Yukon,Total community supervision count,280.8
2018/2019,Yukon,"Probation, community supervision",280.8
2018/2019,Yukon,"Conditional sentence, community supervision",0
2018/2019,Yukon,"Provincial parole, community supervision",0
2018/2019,Yukon,"Probation rates per 100,000 adults",862.48
2018/2019,Northwest Territories,Total actual-in count,182.5
2018/2019,Northwest Territories,"Sentenced, actual-in count",84.6
2018/2019,Northwest Territories,"Remand, actual-in count",97.9
2018/2019,Northwest Territories,"Other statuses, actual-in count",0
2018/2019,Northwest Territories,On-register count,182.5
2018/2019,Northwest Territories,"Incarceration rates per 100,000 adults",533.77
2018/2019,Northwest Territories,Total community supervision count,380.3
2018/2019,Northwest Territories,"Probation, community supervision",361.4
2018/2019,Northwest Territories,"Conditional sentence, community supervision",18.8
2018/2019,Northwest Territories,"Provincial parole, community supervision",0
2018/2019,Northwest Territories,"Probation rates per 100,000 adults",1057.05
2018/2019,Nunavut,Total actual-in count,160.3
2018/2019,Nunavut,"Sentenced, actual-in count",69.8
2018/2019,Nunavut,"Remand, actual-in count",88
2018/2019,Nunavut,"Other statuses, actual-in count",2.5
2018/2019,Nunavut,On-register count,162.7
2018/2019,Nunavut,"Incarceration rates per 100,000 adults",667.42
2018/2019,Nunavut,Total community supervision count,812.8
2018/2019,Nunavut,"Probation, community supervision",772.2
2018/2019,Nunavut,"Conditional sentence, community supervision",40.7
2018/2019,Nunavut,"Provincial parole, community supervision",0
2018/2019,Nunavut,"Probation rates per 100,000 adults",3214.28
2019/2020,Provinces and Territories,Total actual-in count,23894.1
2019/2020,Provinces and Territories,"Sentenced, actual-in count",7946.7
2019/2020,Provinces and Territories,"Remand, actual-in count",15505.3
2019/2020,Provinces and Territories,"Other statuses, actual-in count",442.1
2019/2020,Provinces and Territories,On-register count,25563.8
2019/2020,Provinces and Territories,"Incarceration rates per 100,000 adults",78.66
2019/2020,Provinces and Territories,Total community supervision count,86620.6
2019/2020,Provinces and Territories,"Probation, community supervision",79652.3
2019/2020,Provinces and Territories,"Conditional sentence, community supervision",5995.5
2019/2020,Provinces and Territories,"Provincial parole, community supervision",972.8
2019/2020,Provinces and Territories,"Probation rates per 100,000 adults",279.52
2019/2020,Newfoundland and Labrador,Total actual-in count,306.7
2019/2020,Newfoundland and Labrador,"Sentenced, actual-in count",160.2
2019/2020,Newfoundland and Labrador,"Remand, actual-in count",146.5
2019/2020,Newfoundland and Labrador,"Other statuses, actual-in count",0
2019/2020,Newfoundland and Labrador,On-register count,306.7
2019/2020,Newfoundland and Labrador,"Incarceration rates per 100,000 adults",70.31
2019/2020,Newfoundland and Labrador,Total community supervision count,
2019/2020,Newfoundland and Labrador,"Probation, community supervision",
2019/2020,Newfoundland and Labrador,"Conditional sentence, community supervision",
2019/2020,Newfoundland and Labrador,"Provincial parole, community supervision",
2019/2020,Newfoundland and Labrador,"Probation rates per 100,000 adults",
2019/2020,Prince Edward Island,Total actual-in count,112.4
2019/2020,Prince Edward Island,"Sentenced, actual-in count",72.5
2019/2020,Prince Edward Island,"Remand, actual-in count",34.5
2019/2020,Prince Edward Island,"Other statuses, actual-in count",5.4
2019/2020,Prince Edward Island,On-register count,114.2
2019/2020,Prince Edward Island,"Incarceration rates per 100,000 adults",88.07
2019/2020,Prince Edward Island,Total community supervision count,714.8
2019/2020,Prince Edward Island,"Probation, community supervision",706.5
2019/2020,Prince Edward Island,"Conditional sentence, community supervision",8.3
2019/2020,Prince Edward Island,"Provincial parole, community supervision",0
2019/2020,Prince Edward Island,"Probation rates per 100,000 adults",553.49
2019/2020,Nova Scotia,Total actual-in count,425.5
2019/2020,Nova Scotia,"Sentenced, actual-in count",119.8
2019/2020,Nova Scotia,"Remand, actual-in count",285.4
2019/2020,Nova Scotia,"Other statuses, actual-in count",20.2
2019/2020,Nova Scotia,On-register count,461.5
2019/2020,Nova Scotia,"Incarceration rates per 100,000 adults",52.88
2019/2020,Nova Scotia,Total community supervision count,
2019/2020,Nova Scotia,"Probation, community supervision",
2019/2020,Nova Scotia,"Conditional sentence, community supervision",
2019/2020,Nova Scotia,"Provincial parole, community supervision",
2019/2020,Nova Scotia,"Probation rates per 100,000 adults",
2019/2020,New Brunswick,Total actual-in count,479.2
2019/2020,New Brunswick,"Sentenced, actual-in count",203.9
2019/2020,New Brunswick,"Remand, actual-in count",263.9
2019/2020,New Brunswick,"Other statuses, actual-in count",11.4
2019/2020,New Brunswick,On-register count,514.4
2019/2020,New Brunswick,"Incarceration rates per 100,000 adults",74.75
2019/2020,New Brunswick,Total community supervision count,
2019/2020,New Brunswick,"Probation, community supervision",
2019/2020,New Brunswick,"Conditional sentence, community supervision",
2019/2020,New Brunswick,"Provincial parole, community supervision",
2019/2020,New Brunswick,"Probation rates per 100,000 adults",
2019/2020,Quebec,Total actual-in count,4351.1
2019/2020,Quebec,"Sentenced, actual-in count",2093.6
2019/2020,Quebec,"Remand, actual-in count",2051.4
2019/2020,Quebec,"Other statuses, actual-in count",206.1
2019/2020,Quebec,On-register count,4640.1
2019/2020,Quebec,"Incarceration rates per 100,000 adults",62.96
2019/2020,Quebec,Total community supervision count,13369.6
2019/2020,Quebec,"Probation, community supervision",11508.3
2019/2020,Quebec,"Conditional sentence, community supervision",1178.9
2019/2020,Quebec,"Provincial parole, community supervision",682.3
2019/2020,Quebec,"Probation rates per 100,000 adults",166.52
2019/2020,Ontario,Total actual-in count,8112.7
2019/2020,Ontario,"Sentenced, actual-in count",1937.1
2019/2020,Ontario,"Remand, actual-in count",6083.3
2019/2020,Ontario,"Other statuses, actual-in count",92.2
2019/2020,Ontario,On-register count,9152.7
2019/2020,Ontario,"Incarceration rates per 100,000 adults",68.81
2019/2020,Ontario,Total community supervision count,39899.6
2019/2020,Ontario,"Probation, community supervision",37590.5
2019/2020,Ontario,"Conditional sentence, community supervision",2020.3
2019/2020,Ontario,"Provincial parole, community supervision",288.8
2019/2020,Ontario,"Probation rates per 100,000 adults",318.84
2019/2020,Manitoba,Total actual-in count,2157.1
