REF_DATE,GEO,Custodial admissions,Indigenous identity,VALUE
2018/2019,British Columbia,Sentenced,Indigenous identity unknown,34
2018/2019,British Columbia,Remand,"Total, custodial admissions by Indigenous identity",12934
2018/2019,British Columbia,Remand,Indigenous identity,4245
2018/2019,British Columbia,Remand,Non-Indigenous identity,8657
2018/2019,British Columbia,Remand,Indigenous identity unknown,32
2018/2019,British Columbia,Other custodial statuses,"Total, custodial admissions by Indigenous identity",1354
2018/2019,British Columbia,Other custodial statuses,Indigenous identity,325
2018/2019,British Columbia,Other custodial statuses,Non-Indigenous identity,1010
2018/2019,British Columbia,Other custodial statuses,Indigenous identity unknown,19
2018/2019,Yukon,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",424
2018/2019,Yukon,"Total, custodial admissions",Indigenous identity,281
2018/2019,Yukon,"Total, custodial admissions",Non-Indigenous identity,143
2018/2019,Yukon,"Total, custodial admissions",Indigenous identity unknown,0
2018/2019,Yukon,Sentenced,"Total, custodial admissions by Indigenous identity",127
2018/2019,Yukon,Sentenced,Indigenous identity,82
2018/2019,Yukon,Sentenced,Non-Indigenous identity,45
2018/2019,Yukon,Sentenced,Indigenous identity unknown,0
2018/2019,Yukon,Remand,"Total, custodial admissions by Indigenous identity",297
2018/2019,Yukon,Remand,Indigenous identity,199
2018/2019,Yukon,Remand,Non-Indigenous identity,98
2018/2019,Yukon,Remand,Indigenous identity unknown,0
2018/2019,Yukon,Other custodial statuses,"Total, custodial admissions by Indigenous identity",0
2018/2019,Yukon,Other custodial statuses,Indigenous identity,0
2018/2019,Yukon,Other custodial statuses,Non-Indigenous identity,0
2018/2019,Yukon,Other custodial statuses,Indigenous identity unknown,0
2018/2019,Northwest Territories,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",1031
2018/2019,Northwest Territories,"Total, custodial admissions",Indigenous identity,918
2018/2019,Northwest Territories,"Total, custodial admissions",Non-Indigenous identity,103
2018/2019,Northwest Territories,"Total, custodial admissions",Indigenous identity unknown,10
2018/2019,Northwest Territories,Sentenced,"Total, custodial admissions by Indigenous identity",361
2018/2019,Northwest Territories,Sentenced,Indigenous identity,323
2018/2019,Northwest Territories,Sentenced,Non-Indigenous identity,30
2018/2019,Northwest Territories,Sentenced,Indigenous identity unknown,8
2018/2019,Northwest Territories,Remand,"Total, custodial admissions by Indigenous identity",670
2018/2019,Northwest Territories,Remand,Indigenous identity,595
2018/2019,Northwest Territories,Remand,Non-Indigenous identity,73
2018/2019,Northwest Territories,Remand,Indigenous identity unknown,2
2018/2019,Northwest Territories,Other custodial statuses,"Total, custodial admissions by Indigenous identity",0
2018/2019,Northwest Territories,Other custodial statuses,Indigenous identity,0
2018/2019,Northwest Territories,Other custodial statuses,Non-Indigenous identity,0
2018/2019,Northwest Territories,Other custodial statuses,Indigenous identity unknown,0
2018/2019,Nunavut,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",1475
2018/2019,Nunavut,"Total, custodial admissions",Indigenous identity,1399
2018/2019,Nunavut,"Total, custodial admissions",Non-Indigenous identity,0
2018/2019,Nunavut,"Total, custodial admissions",Indigenous identity unknown,76
2018/2019,Nunavut,Sentenced,"Total, custodial admissions by Indigenous identity",544
2018/2019,Nunavut,Sentenced,Indigenous identity,521
2018/2019,Nunavut,Sentenced,Non-Indigenous identity,0
2018/2019,Nunavut,Sentenced,Indigenous identity unknown,23
2018/2019,Nunavut,Remand,"Total, custodial admissions by Indigenous identity",913
2018/2019,Nunavut,Remand,Indigenous identity,861
2018/2019,Nunavut,Remand,Non-Indigenous identity,0
2018/2019,Nunavut,Remand,Indigenous identity unknown,52
2018/2019,Nunavut,Other custodial statuses,"Total, custodial admissions by Indigenous identity",18
2018/2019,Nunavut,Other custodial statuses,Indigenous identity,17
2018/2019,Nunavut,Other custodial statuses,Non-Indigenous identity,0
2018/2019,Nunavut,Other custodial statuses,Indigenous identity unknown,1
2019/2020,All Provinces and territories,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",227124
2019/2020,All Provinces and territories,"Total, custodial admissions",Indigenous identity,67649
2019/2020,All Provinces and territories,"Total, custodial admissions",Non-Indigenous identity,158554
2019/2020,All Provinces and territories,"Total, custodial admissions",Indigenous identity unknown,921
2019/2020,All Provinces and territories,Sentenced,"Total, custodial admissions by Indigenous identity",64948
2019/2020,All Provinces and territories,Sentenced,Indigenous identity,19131
2019/2020,All Provinces and territories,Sentenced,Non-Indigenous identity,45411
2019/2020,All Provinces and territories,Sentenced,Indigenous identity unknown,406
2019/2020,All Provinces and territories,Remand,"Total, custodial admissions by Indigenous identity",127382
2019/2020,All Provinces and territories,Remand,Indigenous identity,39087
2019/2020,All Provinces and territories,Remand,Non-Indigenous identity,87877
2019/2020,All Provinces and territories,Remand,Indigenous identity unknown,418
2019/2020,All Provinces and territories,Other custodial statuses,"Total, custodial admissions by Indigenous identity",34794
2019/2020,All Provinces and territories,Other custodial statuses,Indigenous identity,9431
2019/2020,All Provinces and territories,Other custodial statuses,Non-Indigenous identity,25266
2019/2020,All Provinces and territories,Other custodial statuses,Indigenous identity unknown,97
2019/2020,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",1673
2019/2020,Newfoundland and Labrador,"Total, custodial admissions",Indigenous identity,412
2019/2020,Newfoundland and Labrador,"Total, custodial admissions",Non-Indigenous identity,1261
2019/2020,Newfoundland and Labrador,"Total, custodial admissions",Indigenous identity unknown,0
2019/2020,Newfoundland and Labrador,Sentenced,"Total, custodial admissions by Indigenous identity",652
2019/2020,Newfoundland and Labrador,Sentenced,Indigenous identity,147
2019/2020,Newfoundland and Labrador,Sentenced,Non-Indigenous identity,505
2019/2020,Newfoundland and Labrador,Sentenced,Indigenous identity unknown,0
2019/2020,Newfoundland and Labrador,Remand,"Total, custodial admissions by Indigenous identity",922
2019/2020,Newfoundland and Labrador,Remand,Indigenous identity,251
2019/2020,Newfoundland and Labrador,Remand,Non-Indigenous identity,671
2019/2020,Newfoundland and Labrador,Remand,Indigenous identity unknown,0
2019/2020,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admissions by Indigenous identity",99
2019/2020,Newfoundland and Labrador,Other custodial statuses,Indigenous identity,14
2019/2020,Newfoundland and Labrador,Other custodial statuses,Non-Indigenous identity,85
2019/2020,Newfoundland and Labrador,Other custodial statuses,Indigenous identity unknown,0
2019/2020,Prince Edward Island,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",786
2019/2020,Prince Edward Island,"Total, custodial admissions",Indigenous identity,27
2019/2020,Prince Edward Island,"Total, custodial admissions",Non-Indigenous identity,757
2019/2020,Prince Edward Island,"Total, custodial admissions",Indigenous identity unknown,2
2019/2020,Prince Edward Island,Sentenced,"Total, custodial admissions by Indigenous identity",517
2019/2020,Prince Edward Island,Sentenced,Indigenous identity,15
2019/2020,Prince Edward Island,Sentenced,Non-Indigenous identity,501
2019/2020,Prince Edward Island,Sentenced,Indigenous identity unknown,1
2019/2020,Prince Edward Island,Remand,"Total, custodial admissions by Indigenous identity",263
2019/2020,Prince Edward Island,Remand,Indigenous identity,12
2019/2020,Prince Edward Island,Remand,Non-Indigenous identity,250
2019/2020,Prince Edward Island,Remand,Indigenous identity unknown,1
2019/2020,Prince Edward Island,Other custodial statuses,"Total, custodial admissions by Indigenous identity",6
2019/2020,Prince Edward Island,Other custodial statuses,Indigenous identity,0
2019/2020,Prince Edward Island,Other custodial statuses,Non-Indigenous identity,6
2019/2020,Prince Edward Island,Other custodial statuses,Indigenous identity unknown,0
2019/2020,Nova Scotia,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",4331
2019/2020,Nova Scotia,"Total, custodial admissions",Indigenous identity,485
2019/2020,Nova Scotia,"Total, custodial admissions",Non-Indigenous identity,3813
2019/2020,Nova Scotia,"Total, custodial admissions",Indigenous identity unknown,33
2019/2020,Nova Scotia,Sentenced,"Total, custodial admissions by Indigenous identity",1017
2019/2020,Nova Scotia,Sentenced,Indigenous identity,81
2019/2020,Nova Scotia,Sentenced,Non-Indigenous identity,927
2019/2020,Nova Scotia,Sentenced,Indigenous identity unknown,9
2019/2020,Nova Scotia,Remand,"Total, custodial admissions by Indigenous identity",3044
2019/2020,Nova Scotia,Remand,Indigenous identity,380
2019/2020,Nova Scotia,Remand,Non-Indigenous identity,2640
2019/2020,Nova Scotia,Remand,Indigenous identity unknown,24
2019/2020,Nova Scotia,Other custodial statuses,"Total, custodial admissions by Indigenous identity",270
2019/2020,Nova Scotia,Other custodial statuses,Indigenous identity,24
2019/2020,Nova Scotia,Other custodial statuses,Non-Indigenous identity,246
2019/2020,Nova Scotia,Other custodial statuses,Indigenous identity unknown,0
2019/2020,New Brunswick,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",5232
2019/2020,New Brunswick,"Total, custodial admissions",Indigenous identity,525
2019/2020,New Brunswick,"Total, custodial admissions",Non-Indigenous identity,4700
2019/2020,New Brunswick,"Total, custodial admissions",Indigenous identity unknown,7
2019/2020,New Brunswick,Sentenced,"Total, custodial admissions by Indigenous identity",2131
2019/2020,New Brunswick,Sentenced,Indigenous identity,199
2019/2020,New Brunswick,Sentenced,Non-Indigenous identity,1928
2019/2020,New Brunswick,Sentenced,Indigenous identity unknown,4
2019/2020,New Brunswick,Remand,"Total, custodial admissions by Indigenous identity",2287
2019/2020,New Brunswick,Remand,Indigenous identity,241
2019/2020,New Brunswick,Remand,Non-Indigenous identity,2043
2019/2020,New Brunswick,Remand,Indigenous identity unknown,3
2019/2020,New Brunswick,Other custodial statuses,"Total, custodial admissions by Indigenous identity",814
2019/2020,New Brunswick,Other custodial statuses,Indigenous identity,85
2019/2020,New Brunswick,Other custodial statuses,Non-Indigenous identity,729
2019/2020,New Brunswick,Other custodial statuses,Indigenous identity unknown,0
2019/2020,Quebec,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",39817
2019/2020,Quebec,"Total, custodial admissions",Indigenous identity,2613
2019/2020,Quebec,"Total, custodial admissions",Non-Indigenous identity,37204
2019/2020,Quebec,"Total, custodial admissions",Indigenous identity unknown,0
2019/2020,Quebec,Sentenced,"Total, custodial admissions by Indigenous identity",11137
2019/2020,Quebec,Sentenced,Indigenous identity,302
2019/2020,Quebec,Sentenced,Non-Indigenous identity,10835
2019/2020,Quebec,Sentenced,Indigenous identity unknown,0
2019/2020,Quebec,Remand,"Total, custodial admissions by Indigenous identity",26236
2019/2020,Quebec,Remand,Indigenous identity,2277
2019/2020,Quebec,Remand,Non-Indigenous identity,23959
2019/2020,Quebec,Remand,Indigenous identity unknown,0
2019/2020,Quebec,Other custodial statuses,"Total, custodial admissions by Indigenous identity",2444
2019/2020,Quebec,Other custodial statuses,Indigenous identity,34
2019/2020,Quebec,Other custodial statuses,Non-Indigenous identity,2410
2019/2020,Quebec,Other custodial statuses,Indigenous identity unknown,0
2019/2020,Ontario,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",79944
2019/2020,Ontario,"Total, custodial admissions",Indigenous identity,11159
2019/2020,Ontario,"Total, custodial admissions",Non-Indigenous identity,68785
2019/2020,Ontario,"Total, custodial admissions",Indigenous identity unknown,0
2019/2020,Ontario,Sentenced,"Total, custodial admissions by Indigenous identity",17822
2019/2020,Ontario,Sentenced,Indigenous identity,2256
2019/2020,Ontario,Sentenced,Non-Indigenous identity,15566
2019/2020,Ontario,Sentenced,Indigenous identity unknown,0
2019/2020,Ontario,Remand,"Total, custodial admissions by Indigenous identity",42629
2019/2020,Ontario,Remand,Indigenous identity,6632
2019/2020,Ontario,Remand,Non-Indigenous identity,35997
2019/2020,Ontario,Remand,Indigenous identity unknown,0
2019/2020,Ontario,Other custodial statuses,"Total, custodial admissions by Indigenous identity",19493
2019/2020,Ontario,Other custodial statuses,Indigenous identity,2271
2019/2020,Ontario,Other custodial statuses,Non-Indigenous identity,17222
2019/2020,Ontario,Other custodial statuses,Indigenous identity unknown,0
2019/2020,Manitoba,"Total, custodial admissions","Total, custodial admissions by Indigenous identity",27962
2019/2020,Manitoba,"Total, custodial admissions",Indigenous identity,21264
2019/2020,Manitoba,"Total, custodial admissions",Non-Indigenous identity,6698
2019/2020,Manitoba,"Total, custodial admissions",Indigenous identity unknown,0
2019/2020,Manitoba,Sentenced,"Total, custodial admissions by Indigenous identity",6445
2019/2020,Manitoba,Sentenced,Indigenous identity,4997
2019/2020,Manitoba,Sentenced,Non-Indigenous identity,1448
2019/2020,Manitoba,Sentenced,Indigenous identity unknown,0
2019/2020,Manitoba,Remand,"Total, custodial admissions by Indigenous identity",13668
2019/2020,Manitoba,Remand,Indigenous identity,10478
2019/2020,Manitoba,Remand,Non-Indigenous identity,3190
2019/2020,Manitoba,Remand,Indigenous identity unknown,0
2019/2020,Manitoba,Other custodial statuses,"Total, custodial admissions by Indigenous identity",7849
2019/2020,Manitoba,Other custodial statuses,Indigenous identity,5789
