REF_DATE,GEO,Sex,Sentence length ordered,VALUE
2016/2017,British Columbia,"Total, custodial admission by sex",24 months or more,0
2016/2017,British Columbia,"Total, custodial admission by sex",Unknown sentence length ordered,11279
2016/2017,British Columbia,"Total, custodial admission by sex",Median sentence length ordered,0
2016/2017,British Columbia,Male,"Total, sentence length ordered",10141
2016/2017,British Columbia,Male,1 month or less,0
2016/2017,British Columbia,Male,Greater than 1 month to 3 months,0
2016/2017,British Columbia,Male,Greater than 3 months to 6 months,0
2016/2017,British Columbia,Male,Greater than 6 months to 12 months,0
2016/2017,British Columbia,Male,Greater than 12 to less than 24 months,0
2016/2017,British Columbia,Male,24 months or more,0
2016/2017,British Columbia,Male,Unknown sentence length ordered,10141
2016/2017,British Columbia,Male,Median sentence length ordered,0
2016/2017,British Columbia,Female,"Total, sentence length ordered",1138
2016/2017,British Columbia,Female,1 month or less,0
2016/2017,British Columbia,Female,Greater than 1 month to 3 months,0
2016/2017,British Columbia,Female,Greater than 3 months to 6 months,0
2016/2017,British Columbia,Female,Greater than 6 months to 12 months,0
2016/2017,British Columbia,Female,Greater than 12 to less than 24 months,0
2016/2017,British Columbia,Female,24 months or more,0
2016/2017,British Columbia,Female,Unknown sentence length ordered,1138
2016/2017,British Columbia,Female,Median sentence length ordered,0
2016/2017,British Columbia,Sex unknown,"Total, sentence length ordered",0
2016/2017,British Columbia,Sex unknown,1 month or less,0
2016/2017,British Columbia,Sex unknown,Greater than 1 month to 3 months,0
2016/2017,British Columbia,Sex unknown,Greater than 3 months to 6 months,0
2016/2017,British Columbia,Sex unknown,Greater than 6 months to 12 months,0
2016/2017,British Columbia,Sex unknown,Greater than 12 to less than 24 months,0
2016/2017,British Columbia,Sex unknown,24 months or more,0
2016/2017,British Columbia,Sex unknown,Unknown sentence length ordered,0
2016/2017,British Columbia,Sex unknown,Median sentence length ordered,
2016/2017,Yukon,"Total, custodial admission by sex","Total, sentence length ordered",118
2016/2017,Yukon,"Total, custodial admission by sex",1 month or less,57
2016/2017,Yukon,"Total, custodial admission by sex",Greater than 1 month to 3 months,28
2016/2017,Yukon,"Total, custodial admission by sex",Greater than 3 months to 6 months,17
2016/2017,Yukon,"Total, custodial admission by sex",Greater than 6 months to 12 months,5
2016/2017,Yukon,"Total, custodial admission by sex",Greater than 12 to less than 24 months,5
2016/2017,Yukon,"Total, custodial admission by sex",24 months or more,2
2016/2017,Yukon,"Total, custodial admission by sex",Unknown sentence length ordered,4
2016/2017,Yukon,"Total, custodial admission by sex",Median sentence length ordered,31
2016/2017,Yukon,Male,"Total, sentence length ordered",108
2016/2017,Yukon,Male,1 month or less,53
2016/2017,Yukon,Male,Greater than 1 month to 3 months,25
2016/2017,Yukon,Male,Greater than 3 months to 6 months,14
2016/2017,Yukon,Male,Greater than 6 months to 12 months,5
2016/2017,Yukon,Male,Greater than 12 to less than 24 months,5
2016/2017,Yukon,Male,24 months or more,2
2016/2017,Yukon,Male,Unknown sentence length ordered,4
2016/2017,Yukon,Male,Median sentence length ordered,30
2016/2017,Yukon,Female,"Total, sentence length ordered",10
2016/2017,Yukon,Female,1 month or less,4
2016/2017,Yukon,Female,Greater than 1 month to 3 months,3
2016/2017,Yukon,Female,Greater than 3 months to 6 months,3
2016/2017,Yukon,Female,Greater than 6 months to 12 months,0
2016/2017,Yukon,Female,Greater than 12 to less than 24 months,0
2016/2017,Yukon,Female,24 months or more,0
2016/2017,Yukon,Female,Unknown sentence length ordered,0
2016/2017,Yukon,Female,Median sentence length ordered,51
2016/2017,Yukon,Sex unknown,"Total, sentence length ordered",0
2016/2017,Yukon,Sex unknown,1 month or less,0
2016/2017,Yukon,Sex unknown,Greater than 1 month to 3 months,0
2016/2017,Yukon,Sex unknown,Greater than 3 months to 6 months,0
2016/2017,Yukon,Sex unknown,Greater than 6 months to 12 months,0
2016/2017,Yukon,Sex unknown,Greater than 12 to less than 24 months,0
2016/2017,Yukon,Sex unknown,24 months or more,0
2016/2017,Yukon,Sex unknown,Unknown sentence length ordered,0
2016/2017,Northwest Territories,"Total, custodial admission by sex","Total, sentence length ordered",412
2016/2017,Northwest Territories,"Total, custodial admission by sex",1 month or less,93
2016/2017,Northwest Territories,"Total, custodial admission by sex",Greater than 1 month to 3 months,99
2016/2017,Northwest Territories,"Total, custodial admission by sex",Greater than 3 months to 6 months,84
2016/2017,Northwest Territories,"Total, custodial admission by sex",Greater than 6 months to 12 months,35
2016/2017,Northwest Territories,"Total, custodial admission by sex",Greater than 12 to less than 24 months,34
2016/2017,Northwest Territories,"Total, custodial admission by sex",24 months or more,40
2016/2017,Northwest Territories,"Total, custodial admission by sex",Unknown sentence length ordered,27
2016/2017,Northwest Territories,"Total, custodial admission by sex",Median sentence length ordered,92
2016/2017,Northwest Territories,Male,"Total, sentence length ordered",382
2016/2017,Northwest Territories,Male,1 month or less,85
2016/2017,Northwest Territories,Male,Greater than 1 month to 3 months,94
2016/2017,Northwest Territories,Male,Greater than 3 months to 6 months,77
2016/2017,Northwest Territories,Male,Greater than 6 months to 12 months,32
2016/2017,Northwest Territories,Male,Greater than 12 to less than 24 months,30
2016/2017,Northwest Territories,Male,24 months or more,37
2016/2017,Northwest Territories,Male,Unknown sentence length ordered,27
2016/2017,Northwest Territories,Male,Median sentence length ordered,90
2016/2017,Northwest Territories,Female,"Total, sentence length ordered",30
2016/2017,Northwest Territories,Female,1 month or less,8
2016/2017,Northwest Territories,Female,Greater than 1 month to 3 months,5
2016/2017,Northwest Territories,Female,Greater than 3 months to 6 months,7
2016/2017,Northwest Territories,Female,Greater than 6 months to 12 months,3
2016/2017,Northwest Territories,Female,Greater than 12 to less than 24 months,4
2016/2017,Northwest Territories,Female,24 months or more,3
2016/2017,Northwest Territories,Female,Unknown sentence length ordered,0
2016/2017,Northwest Territories,Female,Median sentence length ordered,106
2016/2017,Northwest Territories,Sex unknown,"Total, sentence length ordered",0
2016/2017,Northwest Territories,Sex unknown,1 month or less,0
2016/2017,Northwest Territories,Sex unknown,Greater than 1 month to 3 months,0
2016/2017,Northwest Territories,Sex unknown,Greater than 3 months to 6 months,0
2016/2017,Northwest Territories,Sex unknown,Greater than 6 months to 12 months,0
2016/2017,Northwest Territories,Sex unknown,Greater than 12 to less than 24 months,0
2016/2017,Northwest Territories,Sex unknown,24 months or more,0
2016/2017,Northwest Territories,Sex unknown,Unknown sentence length ordered,0
2016/2017,Nunavut,"Total, custodial admission by sex","Total, sentence length ordered",446
2016/2017,Nunavut,"Total, custodial admission by sex",1 month or less,46
2016/2017,Nunavut,"Total, custodial admission by sex",Greater than 1 month to 3 months,73
2016/2017,Nunavut,"Total, custodial admission by sex",Greater than 3 months to 6 months,106
2016/2017,Nunavut,"Total, custodial admission by sex",Greater than 6 months to 12 months,88
2016/2017,Nunavut,"Total, custodial admission by sex",Greater than 12 to less than 24 months,87
2016/2017,Nunavut,"Total, custodial admission by sex",24 months or more,45
2016/2017,Nunavut,"Total, custodial admission by sex",Unknown sentence length ordered,1
2016/2017,Nunavut,"Total, custodial admission by sex",Median sentence length ordered,162
2016/2017,Nunavut,Male,"Total, sentence length ordered",422
2016/2017,Nunavut,Male,1 month or less,38
2016/2017,Nunavut,Male,Greater than 1 month to 3 months,66
2016/2017,Nunavut,Male,Greater than 3 months to 6 months,103
2016/2017,Nunavut,Male,Greater than 6 months to 12 months,86
2016/2017,Nunavut,Male,Greater than 12 to less than 24 months,84
2016/2017,Nunavut,Male,24 months or more,44
2016/2017,Nunavut,Male,Unknown sentence length ordered,1
2016/2017,Nunavut,Male,Median sentence length ordered,169
2016/2017,Nunavut,Female,"Total, sentence length ordered",24
2016/2017,Nunavut,Female,1 month or less,8
2016/2017,Nunavut,Female,Greater than 1 month to 3 months,7
2016/2017,Nunavut,Female,Greater than 3 months to 6 months,3
2016/2017,Nunavut,Female,Greater than 6 months to 12 months,2
2016/2017,Nunavut,Female,Greater than 12 to less than 24 months,3
2016/2017,Nunavut,Female,24 months or more,1
2016/2017,Nunavut,Female,Unknown sentence length ordered,0
2016/2017,Nunavut,Female,Median sentence length ordered,55
2016/2017,Nunavut,Sex unknown,"Total, sentence length ordered",0
2016/2017,Nunavut,Sex unknown,1 month or less,0
2016/2017,Nunavut,Sex unknown,Greater than 1 month to 3 months,0
2016/2017,Nunavut,Sex unknown,Greater than 3 months to 6 months,0
2016/2017,Nunavut,Sex unknown,Greater than 6 months to 12 months,0
2016/2017,Nunavut,Sex unknown,Greater than 12 to less than 24 months,0
2016/2017,Nunavut,Sex unknown,24 months or more,0
2016/2017,Nunavut,Sex unknown,Unknown sentence length ordered,0
2017/2018,All Provinces and territories,"Total, custodial admission by sex","Total, sentence length ordered",80759
2017/2018,All Provinces and territories,"Total, custodial admission by sex",1 month or less,32759
2017/2018,All Provinces and territories,"Total, custodial admission by sex",Greater than 1 month to 3 months,16062
2017/2018,All Provinces and territories,"Total, custodial admission by sex",Greater than 3 months to 6 months,6324
2017/2018,All Provinces and territories,"Total, custodial admission by sex",Greater than 6 months to 12 months,4092
2017/2018,All Provinces and territories,"Total, custodial admission by sex",Greater than 12 to less than 24 months,2511
2017/2018,All Provinces and territories,"Total, custodial admission by sex",24 months or more,2095
2017/2018,All Provinces and territories,"Total, custodial admission by sex",Unknown sentence length ordered,16916
2017/2018,All Provinces and territories,Male,"Total, sentence length ordered",70337
2017/2018,All Provinces and territories,Male,1 month or less,27266
2017/2018,All Provinces and territories,Male,Greater than 1 month to 3 months,14215
2017/2018,All Provinces and territories,Male,Greater than 3 months to 6 months,5671
2017/2018,All Provinces and territories,Male,Greater than 6 months to 12 months,3734
2017/2018,All Provinces and territories,Male,Greater than 12 to less than 24 months,2328
2017/2018,All Provinces and territories,Male,24 months or more,1885
2017/2018,All Provinces and territories,Male,Unknown sentence length ordered,15238
2017/2018,All Provinces and territories,Female,"Total, sentence length ordered",10333
2017/2018,All Provinces and territories,Female,1 month or less,5470
2017/2018,All Provinces and territories,Female,Greater than 1 month to 3 months,1823
2017/2018,All Provinces and territories,Female,Greater than 3 months to 6 months,634
2017/2018,All Provinces and territories,Female,Greater than 6 months to 12 months,347
2017/2018,All Provinces and territories,Female,Greater than 12 to less than 24 months,175
2017/2018,All Provinces and territories,Female,24 months or more,207
2017/2018,All Provinces and territories,Female,Unknown sentence length ordered,1677
2017/2018,All Provinces and territories,Sex unknown,"Total, sentence length ordered",89
2017/2018,All Provinces and territories,Sex unknown,1 month or less,23
2017/2018,All Provinces and territories,Sex unknown,Greater than 1 month to 3 months,24
2017/2018,All Provinces and territories,Sex unknown,Greater than 3 months to 6 months,19
2017/2018,All Provinces and territories,Sex unknown,Greater than 6 months to 12 months,11
2017/2018,All Provinces and territories,Sex unknown,Greater than 12 to less than 24 months,8
2017/2018,All Provinces and territories,Sex unknown,24 months or more,3
2017/2018,All Provinces and territories,Sex unknown,Unknown sentence length ordered,1
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex","Total, sentence length ordered",938
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",1 month or less,281
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",Greater than 1 month to 3 months,343
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",Greater than 3 months to 6 months,197
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",Greater than 6 months to 12 months,82
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",Greater than 12 to less than 24 months,20
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",24 months or more,14
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",Unknown sentence length ordered,1
2017/2018,Newfoundland and Labrador,"Total, custodial admission by sex",Median sentence length ordered,55
2017/2018,Newfoundland and Labrador,Male,"Total, sentence length ordered",823
2017/2018,Newfoundland and Labrador,Male,1 month or less,239
2017/2018,Newfoundland and Labrador,Male,Greater than 1 month to 3 months,302
2017/2018,Newfoundland and Labrador,Male,Greater than 3 months to 6 months,174
2017/2018,Newfoundland and Labrador,Male,Greater than 6 months to 12 months,74
2017/2018,Newfoundland and Labrador,Male,Greater than 12 to less than 24 months,19
2017/2018,Newfoundland and Labrador,Male,24 months or more,14
2017/2018,Newfoundland and Labrador,Male,Unknown sentence length ordered,1
2017/2018,Newfoundland and Labrador,Female,"Total, sentence length ordered",115
2017/2018,Newfoundland and Labrador,Female,1 month or less,42
2017/2018,Newfoundland and Labrador,Female,Greater than 1 month to 3 months,41
2017/2018,Newfoundland and Labrador,Female,Greater than 3 months to 6 months,23
2017/2018,Newfoundland and Labrador,Female,Greater than 6 months to 12 months,8
2017/2018,Newfoundland and Labrador,Female,Greater than 12 to less than 24 months,1
2017/2018,Newfoundland and Labrador,Female,24 months or more,0
2017/2018,Newfoundland and Labrador,Female,Unknown sentence length ordered,0
