REF_DATE,GEO,Custodial and community supervision,VALUE
2018/2019,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",21.7
2018/2019,British Columbia,"Incarceration rates per 10,000 young persons",1.06
2018/2019,British Columbia,Total community supervision count,480.2
2018/2019,British Columbia,"Probation, community supervision",323.2
2018/2019,British Columbia,"Community portion of custody sentence, community supervision",11.5
2018/2019,British Columbia,"Deferred custody, community supervision",16.3
2018/2019,British Columbia,"Intensive support and supervision, community supervision",129.3
2018/2019,British Columbia,"Probation rate per 10,000 young persons",10.79
2018/2019,Yukon,Total actual-in count,0.7
2018/2019,Yukon,"Total sentenced custody, actual-in count",0.2
2018/2019,Yukon,"Sentenced secure custody, actual-in count",0
2018/2019,Yukon,"Sentenced open custody, actual-in count",0.2
2018/2019,Yukon,"Pre-trial detention and other temporary detention, actual-in count",0.5
2018/2019,Yukon,"Incarceration rates per 10,000 young persons",2.95
2018/2019,Yukon,Total community supervision count,8.4
2018/2019,Yukon,"Probation, community supervision",7.8
2018/2019,Yukon,"Community portion of custody sentence, community supervision",0.1
2018/2019,Yukon,"Deferred custody, community supervision",0.3
2018/2019,Yukon,"Intensive support and supervision, community supervision",0.3
2018/2019,Yukon,"Probation rate per 10,000 young persons",31.36
2018/2019,Northwest Territories,Total actual-in count,3.5
2018/2019,Northwest Territories,"Total sentenced custody, actual-in count",1.2
2018/2019,Northwest Territories,"Sentenced secure custody, actual-in count",0.9
2018/2019,Northwest Territories,"Sentenced open custody, actual-in count",0.3
2018/2019,Northwest Territories,"Pre-trial detention and other temporary detention, actual-in count",2.2
2018/2019,Northwest Territories,"Incarceration rates per 10,000 young persons",10.3
2018/2019,Northwest Territories,Total community supervision count,26.1
2018/2019,Northwest Territories,"Probation, community supervision",24.1
2018/2019,Northwest Territories,"Community portion of custody sentence, community supervision",1.8
2018/2019,Northwest Territories,"Deferred custody, community supervision",0.3
2018/2019,Northwest Territories,"Intensive support and supervision, community supervision",0
2018/2019,Northwest Territories,"Probation rate per 10,000 young persons",71.34
2018/2019,Nunavut,Total actual-in count,4.5
2018/2019,Nunavut,"Total sentenced custody, actual-in count",1.7
2018/2019,Nunavut,"Sentenced secure custody, actual-in count",1.2
2018/2019,Nunavut,"Sentenced open custody, actual-in count",0.5
2018/2019,Nunavut,"Pre-trial detention and other temporary detention, actual-in count",2.8
2018/2019,Nunavut,"Incarceration rates per 10,000 young persons",11.16
2018/2019,Nunavut,Total community supervision count,25.5
2018/2019,Nunavut,"Probation, community supervision",25.5
2018/2019,Nunavut,"Community portion of custody sentence, community supervision",
2018/2019,Nunavut,"Deferred custody, community supervision",
2018/2019,Nunavut,"Intensive support and supervision, community supervision",
2018/2019,Nunavut,"Probation rate per 10,000 young persons",63.26
2019/2020,Provinces and Territories,Total actual-in count,674.2
2019/2020,Provinces and Territories,"Total sentenced custody, actual-in count",278.7
2019/2020,Provinces and Territories,"Sentenced secure custody, actual-in count",161.5
2019/2020,Provinces and Territories,"Sentenced open custody, actual-in count",117.3
2019/2020,Provinces and Territories,"Pre-trial detention and other temporary detention, actual-in count",382.9
2019/2020,Provinces and Territories,"Incarceration rates per 10,000 young persons",3.54
2019/2020,Provinces and Territories,Total community supervision count,5074
2019/2020,Provinces and Territories,"Probation, community supervision",4592.2
2019/2020,Provinces and Territories,"Community portion of custody sentence, community supervision",195.5
2019/2020,Provinces and Territories,"Deferred custody, community supervision",138.4
2019/2020,Provinces and Territories,"Intensive support and supervision, community supervision",147.9
2019/2020,Provinces and Territories,"Probation rate per 10,000 young persons",25.59
2019/2020,Newfoundland and Labrador,Total actual-in count,6.9
2019/2020,Newfoundland and Labrador,"Total sentenced custody, actual-in count",2.4
2019/2020,Newfoundland and Labrador,"Sentenced secure custody, actual-in count",1.6
2019/2020,Newfoundland and Labrador,"Sentenced open custody, actual-in count",0.8
2019/2020,Newfoundland and Labrador,"Pre-trial detention and other temporary detention, actual-in count",4.5
2019/2020,Newfoundland and Labrador,"Incarceration rates per 10,000 young persons",2.2
2019/2020,Newfoundland and Labrador,Total community supervision count,128.5
2019/2020,Newfoundland and Labrador,"Probation, community supervision",124.3
2019/2020,Newfoundland and Labrador,"Community portion of custody sentence, community supervision",0.4
2019/2020,Newfoundland and Labrador,"Deferred custody, community supervision",3.8
2019/2020,Newfoundland and Labrador,"Intensive support and supervision, community supervision",
2019/2020,Newfoundland and Labrador,"Probation rate per 10,000 young persons",39.51
2019/2020,Prince Edward Island,Total actual-in count,2.5
2019/2020,Prince Edward Island,"Total sentenced custody, actual-in count",2.1
2019/2020,Prince Edward Island,"Sentenced secure custody, actual-in count",1.1
2019/2020,Prince Edward Island,"Sentenced open custody, actual-in count",1
2019/2020,Prince Edward Island,"Pre-trial detention and other temporary detention, actual-in count",0.4
2019/2020,Prince Edward Island,"Incarceration rates per 10,000 young persons",2.39
2019/2020,Prince Edward Island,Total community supervision count,47.3
2019/2020,Prince Edward Island,"Probation, community supervision",44.7
2019/2020,Prince Edward Island,"Community portion of custody sentence, community supervision",2.5
2019/2020,Prince Edward Island,"Deferred custody, community supervision",0.1
2019/2020,Prince Edward Island,"Intensive support and supervision, community supervision",0
2019/2020,Prince Edward Island,"Probation rate per 10,000 young persons",42.63
2019/2020,Nova Scotia,Total actual-in count,9.4
2019/2020,Nova Scotia,"Total sentenced custody, actual-in count",4.7
2019/2020,Nova Scotia,"Sentenced secure custody, actual-in count",2.4
2019/2020,Nova Scotia,"Sentenced open custody, actual-in count",2.3
2019/2020,Nova Scotia,"Pre-trial detention and other temporary detention, actual-in count",4.6
2019/2020,Nova Scotia,"Incarceration rates per 10,000 young persons",1.65
2019/2020,Nova Scotia,Total community supervision count,
2019/2020,Nova Scotia,"Probation, community supervision",
2019/2020,Nova Scotia,"Community portion of custody sentence, community supervision",
2019/2020,Nova Scotia,"Deferred custody, community supervision",
2019/2020,Nova Scotia,"Intensive support and supervision, community supervision",
2019/2020,Nova Scotia,"Probation rate per 10,000 young persons",
2019/2020,New Brunswick,Total actual-in count,10.6
2019/2020,New Brunswick,"Total sentenced custody, actual-in count",6.3
2019/2020,New Brunswick,"Sentenced secure custody, actual-in count",3.5
2019/2020,New Brunswick,"Sentenced open custody, actual-in count",2.8
2019/2020,New Brunswick,"Pre-trial detention and other temporary detention, actual-in count",4
2019/2020,New Brunswick,"Incarceration rates per 10,000 young persons",2.24
2019/2020,New Brunswick,Total community supervision count,
2019/2020,New Brunswick,"Probation, community supervision",
2019/2020,New Brunswick,"Community portion of custody sentence, community supervision",
2019/2020,New Brunswick,"Deferred custody, community supervision",
2019/2020,New Brunswick,"Intensive support and supervision, community supervision",
2019/2020,New Brunswick,"Probation rate per 10,000 young persons",
2019/2020,Quebec,Total actual-in count,
2019/2020,Quebec,"Total sentenced custody, actual-in count",
2019/2020,Quebec,"Sentenced secure custody, actual-in count",
2019/2020,Quebec,"Sentenced open custody, actual-in count",
2019/2020,Quebec,"Pre-trial detention and other temporary detention, actual-in count",
2019/2020,Quebec,"Incarceration rates per 10,000 young persons",
2019/2020,Quebec,Total community supervision count,
2019/2020,Quebec,"Probation, community supervision",
2019/2020,Quebec,"Community portion of custody sentence, community supervision",
2019/2020,Quebec,"Deferred custody, community supervision",
2019/2020,Quebec,"Intensive support and supervision, community supervision",
2019/2020,Quebec,"Probation rate per 10,000 young persons",
2019/2020,Ontario,Total actual-in count,267.4
2019/2020,Ontario,"Total sentenced custody, actual-in count",78.1
2019/2020,Ontario,"Sentenced secure custody, actual-in count",46.3
2019/2020,Ontario,"Sentenced open custody, actual-in count",31.8
2019/2020,Ontario,"Pre-trial detention and other temporary detention, actual-in count",189.3
2019/2020,Ontario,"Incarceration rates per 10,000 young persons",2.8
2019/2020,Ontario,Total community supervision count,2093.7
2019/2020,Ontario,"Probation, community supervision",1960.3
2019/2020,Ontario,"Community portion of custody sentence, community supervision",59
2019/2020,Ontario,"Deferred custody, community supervision",36
2019/2020,Ontario,"Intensive support and supervision, community supervision",38.4
2019/2020,Ontario,"Probation rate per 10,000 young persons",20.54
2019/2020,Manitoba,Total actual-in count,132
2019/2020,Manitoba,"Total sentenced custody, actual-in count",57.8
2019/2020,Manitoba,"Sentenced secure custody, actual-in count",29.4
2019/2020,Manitoba,"Sentenced open custody, actual-in count",28.3
2019/2020,Manitoba,"Pre-trial detention and other temporary detention, actual-in count",66.1
2019/2020,Manitoba,"Incarceration rates per 10,000 young persons",13.26
2019/2020,Manitoba,Total community supervision count,808.8
2019/2020,Manitoba,"Probation, community supervision",754.9
2019/2020,Manitoba,"Community portion of custody sentence, community supervision",39.4
2019/2020,Manitoba,"Deferred custody, community supervision",14.5
2019/2020,Manitoba,"Intensive support and supervision, community supervision",
2019/2020,Manitoba,"Probation rate per 10,000 young persons",75.86
2019/2020,Saskatchewan,Total actual-in count,115.2
2019/2020,Saskatchewan,"Total sentenced custody, actual-in count",76.1
2019/2020,Saskatchewan,"Sentenced secure custody, actual-in count",40.5
2019/2020,Saskatchewan,"Sentenced open custody, actual-in count",35.6
2019/2020,Saskatchewan,"Pre-trial detention and other temporary detention, actual-in count",38.6
2019/2020,Saskatchewan,"Incarceration rates per 10,000 young persons",13.47
2019/2020,Saskatchewan,Total community supervision count,735.8
2019/2020,Saskatchewan,"Probation, community supervision",658.7
2019/2020,Saskatchewan,"Community portion of custody sentence, community supervision",40.4
2019/2020,Saskatchewan,"Deferred custody, community supervision",36.7
2019/2020,Saskatchewan,"Intensive support and supervision, community supervision",
2019/2020,Saskatchewan,"Probation rate per 10,000 young persons",77.05
2019/2020,Alberta,Total actual-in count,97.6
2019/2020,Alberta,"Total sentenced custody, actual-in count",40
2019/2020,Alberta,"Sentenced secure custody, actual-in count",31.1
2019/2020,Alberta,"Sentenced open custody, actual-in count",8.9
2019/2020,Alberta,"Pre-trial detention and other temporary detention, actual-in count",54.7
2019/2020,Alberta,"Incarceration rates per 10,000 young persons",3.18
2019/2020,Alberta,Total community supervision count,803.2
2019/2020,Alberta,"Probation, community supervision",725.3
2019/2020,Alberta,"Community portion of custody sentence, community supervision",47.6
2019/2020,Alberta,"Deferred custody, community supervision",27.6
2019/2020,Alberta,"Intensive support and supervision, community supervision",2.8
2019/2020,Alberta,"Probation rate per 10,000 young persons",23.66
2019/2020,British Columbia,Total actual-in count,26
2019/2020,British Columbia,"Total sentenced custody, actual-in count",8.6
2019/2020,British Columbia,"Sentenced secure custody, actual-in count",4.3
2019/2020,British Columbia,"Sentenced open custody, actual-in count",4.3
2019/2020,British Columbia,"Pre-trial detention and other temporary detention, actual-in count",17.1
