REF_DATE,GEO,Admissions and releases,Correctional services,VALUE
2013/2014,Ontario,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Ontario,Youth admissions,Open custody,381
2013/2014,Ontario,Youth admissions,Custody and supervision (open),
2013/2014,Ontario,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Ontario,Youth admissions,Total community sentences,5000
2013/2014,Ontario,Youth admissions,Community Portion of Custody Supervision,769
2013/2014,Ontario,Youth admissions,Intensive support and supervision,18
2013/2014,Ontario,Youth admissions,Deferred custody and supervision,299
2013/2014,Ontario,Youth admissions,Supervised probation,3581
2013/2014,Ontario,Youth admissions,Other community sentences,333
2013/2014,Ontario,Youth releases,Total correctional services,10487
2013/2014,Ontario,Youth releases,Pre-trial detention,3759
2013/2014,Ontario,Youth releases,Provincial director remand,
2013/2014,Ontario,Youth releases,Secure custody,366
2013/2014,Ontario,Youth releases,Custody and supervision (secure),
2013/2014,Ontario,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Ontario,Youth releases,Open custody,410
2013/2014,Ontario,Youth releases,Custody and supervision (open),
2013/2014,Ontario,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Ontario,Youth releases,Total community sentences,5952
2013/2014,Ontario,Youth releases,Community Portion of Custody Supervision,779
2013/2014,Ontario,Youth releases,Intensive support and supervision,10
2013/2014,Ontario,Youth releases,Deferred custody and supervision,318
2013/2014,Ontario,Youth releases,Supervised probation,4496
2013/2014,Ontario,Youth releases,Other community sentences,349
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Total correctional services,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Pre-trial detention,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Provincial director remand,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Secure custody,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Custody and supervision (secure),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Open custody,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Custody and supervision (open),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Total community sentences,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Community Portion of Custody Supervision,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Intensive support and supervision,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Deferred custody and supervision,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Supervised probation,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth admissions,Other community sentences,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Total correctional services,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Pre-trial detention,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Provincial director remand,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Secure custody,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Custody and supervision (secure),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Open custody,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Custody and supervision (open),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Young Offenders Act (YOA) (open),
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Total community sentences,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Community Portion of Custody Supervision,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Intensive support and supervision,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Deferred custody and supervision,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Supervised probation,
2013/2014,"Ontario, Ministry of Children and Youth Services (MCYS)",Youth releases,Other community sentences,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Total correctional services,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Pre-trial detention,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Provincial director remand,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Secure custody,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Custody and supervision (secure),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Open custody,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Custody and supervision (open),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Total community sentences,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Community Portion of Custody Supervision,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Intensive support and supervision,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Deferred custody and supervision,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Supervised probation,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth admissions,Other community sentences,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Total correctional services,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Pre-trial detention,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Provincial director remand,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Secure custody,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Custody and supervision (secure),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Open custody,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Custody and supervision (open),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Young Offenders Act (YOA) (open),
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Total community sentences,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Community Portion of Custody Supervision,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Intensive support and supervision,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Deferred custody and supervision,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Supervised probation,
2013/2014,"Ontario, Ministry of Community Safety and Correctional Services (MCSCS)",Youth releases,Other community sentences,
2013/2014,Manitoba,Youth admissions,Total correctional services,5013
2013/2014,Manitoba,Youth admissions,Pre-trial detention,2212
2013/2014,Manitoba,Youth admissions,Provincial director remand,207
2013/2014,Manitoba,Youth admissions,Secure custody,149
2013/2014,Manitoba,Youth admissions,Custody and supervision (secure),
2013/2014,Manitoba,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Manitoba,Youth admissions,Open custody,206
2013/2014,Manitoba,Youth admissions,Custody and supervision (open),
2013/2014,Manitoba,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Manitoba,Youth admissions,Total community sentences,2239
2013/2014,Manitoba,Youth admissions,Community Portion of Custody Supervision,285
2013/2014,Manitoba,Youth admissions,Intensive support and supervision,
2013/2014,Manitoba,Youth admissions,Deferred custody and supervision,145
2013/2014,Manitoba,Youth admissions,Supervised probation,913
2013/2014,Manitoba,Youth admissions,Other community sentences,896
2013/2014,Manitoba,Youth releases,Total correctional services,5095
2013/2014,Manitoba,Youth releases,Pre-trial detention,2230
2013/2014,Manitoba,Youth releases,Provincial director remand,137
2013/2014,Manitoba,Youth releases,Secure custody,150
2013/2014,Manitoba,Youth releases,Custody and supervision (secure),
2013/2014,Manitoba,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Manitoba,Youth releases,Open custody,197
2013/2014,Manitoba,Youth releases,Custody and supervision (open),
2013/2014,Manitoba,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Manitoba,Youth releases,Total community sentences,2381
2013/2014,Manitoba,Youth releases,Community Portion of Custody Supervision,287
2013/2014,Manitoba,Youth releases,Intensive support and supervision,
2013/2014,Manitoba,Youth releases,Deferred custody and supervision,137
2013/2014,Manitoba,Youth releases,Supervised probation,1011
2013/2014,Manitoba,Youth releases,Other community sentences,946
2013/2014,Saskatchewan,Youth admissions,Total correctional services,
2013/2014,Saskatchewan,Youth admissions,Pre-trial detention,
2013/2014,Saskatchewan,Youth admissions,Provincial director remand,
2013/2014,Saskatchewan,Youth admissions,Secure custody,
2013/2014,Saskatchewan,Youth admissions,Custody and supervision (secure),
2013/2014,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (secure),
2013/2014,Saskatchewan,Youth admissions,Open custody,
2013/2014,Saskatchewan,Youth admissions,Custody and supervision (open),
2013/2014,Saskatchewan,Youth admissions,Young Offenders Act (YOA) (open),
2013/2014,Saskatchewan,Youth admissions,Total community sentences,
2013/2014,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
2013/2014,Saskatchewan,Youth admissions,Intensive support and supervision,
2013/2014,Saskatchewan,Youth admissions,Deferred custody and supervision,
2013/2014,Saskatchewan,Youth admissions,Supervised probation,
2013/2014,Saskatchewan,Youth admissions,Other community sentences,
2013/2014,Saskatchewan,Youth releases,Total correctional services,
2013/2014,Saskatchewan,Youth releases,Pre-trial detention,
2013/2014,Saskatchewan,Youth releases,Provincial director remand,
2013/2014,Saskatchewan,Youth releases,Secure custody,
2013/2014,Saskatchewan,Youth releases,Custody and supervision (secure),
2013/2014,Saskatchewan,Youth releases,Young Offenders Act (YOA) (secure),
2013/2014,Saskatchewan,Youth releases,Open custody,
2013/2014,Saskatchewan,Youth releases,Custody and supervision (open),
2013/2014,Saskatchewan,Youth releases,Young Offenders Act (YOA) (open),
2013/2014,Saskatchewan,Youth releases,Total community sentences,
2013/2014,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
2013/2014,Saskatchewan,Youth releases,Intensive support and supervision,
2013/2014,Saskatchewan,Youth releases,Deferred custody and supervision,
2013/2014,Saskatchewan,Youth releases,Supervised probation,
2013/2014,Saskatchewan,Youth releases,Other community sentences,
2013/2014,Alberta,Youth admissions,Total correctional services,
2013/2014,Alberta,Youth admissions,Pre-trial detention,
2013/2014,Alberta,Youth admissions,Provincial director remand,
