"REF_DATE","GEO","DGUID","Sex","Length of time served","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","Ontario","2016A000235","Total sex","Mean time served","Days","77","units","0","v41501632","7.1.9","24","","","","0"
"2014/2015","Ontario","2016A000235","Total sex","Median time served","Days","77","units","0","v41501633","7.1.10","6","","","","0"
"2014/2015","Ontario","2016A000235","Males","Total number of releases","Number","223","units","0","v32707703","7.2.1","2536","","","","0"
"2014/2015","Ontario","2016A000235","Males","1 week or less","Number","223","units","0","v32707704","7.2.2","1450","","","","0"
"2014/2015","Ontario","2016A000235","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707705","7.2.3","635","","","","0"
"2014/2015","Ontario","2016A000235","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707706","7.2.4","388","","","","0"
"2014/2015","Ontario","2016A000235","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707707","7.2.5","46","","","","0"
"2014/2015","Ontario","2016A000235","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707708","7.2.6","8","","","","0"
"2014/2015","Ontario","2016A000235","Males","Greater than 2 years","Number","223","units","0","v32707709","7.2.7","8","","","","0"
"2014/2015","Ontario","2016A000235","Males","Length of time unknown","Number","223","units","0","v32707710","7.2.8","1","","","","0"
"2014/2015","Ontario","2016A000235","Males","Mean time served","Days","77","units","0","v41501634","7.2.9","26","","","","0"
"2014/2015","Ontario","2016A000235","Males","Median time served","Days","77","units","0","v41501635","7.2.10","6","","","","0"
"2014/2015","Ontario","2016A000235","Females","Total number of releases","Number","223","units","0","v32707713","7.3.1","653","","","","0"
"2014/2015","Ontario","2016A000235","Females","1 week or less","Number","223","units","0","v32707714","7.3.2","422","","","","0"
"2014/2015","Ontario","2016A000235","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707715","7.3.3","164","","","","0"
"2014/2015","Ontario","2016A000235","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707716","7.3.4","64","","","","0"
"2014/2015","Ontario","2016A000235","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707717","7.3.5","1","","","","0"
"2014/2015","Ontario","2016A000235","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707718","7.3.6","1","","","","0"
"2014/2015","Ontario","2016A000235","Females","Greater than 2 years","Number","223","units","0","v32707719","7.3.7","1","","","","0"
"2014/2015","Ontario","2016A000235","Females","Length of time unknown","Number","223","units","0","v32707720","7.3.8","0","","","","0"
"2014/2015","Ontario","2016A000235","Females","Mean time served","Days","77","units","0","v41501636","7.3.9","15","","","","0"
"2014/2015","Ontario","2016A000235","Females","Median time served","Days","77","units","0","v41501637","7.3.10","5","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Total number of releases","Number","223","units","0","v32707723","7.4.1","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","1 week or less","Number","223","units","0","v32707724","7.4.2","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707725","7.4.3","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707726","7.4.4","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707727","7.4.5","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707728","7.4.6","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Greater than 2 years","Number","223","units","0","v32707729","7.4.7","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Length of time unknown","Number","223","units","0","v32707730","7.4.8","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Mean time served","Days","77","units","0","v41501638","7.4.9","0","","","","0"
"2014/2015","Ontario","2016A000235","Sex unknown","Median time served","Days","77","units","0","v41501639","7.4.10","0","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Total number of releases","Number","223","units","0","v32707773","10.1.1","1991","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","1 week or less","Number","223","units","0","v32707774","10.1.2","1076","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v32707775","10.1.3","411","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v32707776","10.1.4","435","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v32707777","10.1.5","35","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v32707778","10.1.6","27","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Greater than 2 years","Number","223","units","0","v32707779","10.1.7","7","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Length of time unknown","Number","223","units","0","v32707780","10.1.8","0","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Mean time served","Days","77","units","0","v32707781","10.1.9","37","","","","0"
"2014/2015","Manitoba","2016A000246","Total sex","Median time served","Days","77","units","0","v32707782","10.1.10","6","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Total number of releases","Number","223","units","0","v32707783","10.2.1","1396","","","","0"
"2014/2015","Manitoba","2016A000246","Males","1 week or less","Number","223","units","0","v32707784","10.2.2","718","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Greater than 1 week to 1 month","Number","223","units","0","v32707785","10.2.3","275","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Greater than 1 month to 6 months","Number","223","units","0","v32707786","10.2.4","344","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Greater than 6 months to 1 year","Number","223","units","0","v32707787","10.2.5","29","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Greater than 1 year to 2 years","Number","223","units","0","v32707788","10.2.6","23","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Greater than 2 years","Number","223","units","0","v32707789","10.2.7","7","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Length of time unknown","Number","223","units","0","v32707790","10.2.8","0","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Mean time served","Days","77","units","0","v32707791","10.2.9","43","","","","0"
"2014/2015","Manitoba","2016A000246","Males","Median time served","Days","77","units","0","v32707792","10.2.10","7","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Total number of releases","Number","223","units","0","v32707793","10.3.1","595","","","","0"
"2014/2015","Manitoba","2016A000246","Females","1 week or less","Number","223","units","0","v32707794","10.3.2","358","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Greater than 1 week to 1 month","Number","223","units","0","v32707795","10.3.3","136","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Greater than 1 month to 6 months","Number","223","units","0","v32707796","10.3.4","91","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Greater than 6 months to 1 year","Number","223","units","0","v32707797","10.3.5","6","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Greater than 1 year to 2 years","Number","223","units","0","v32707798","10.3.6","4","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Greater than 2 years","Number","223","units","0","v32707799","10.3.7","0","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Length of time unknown","Number","223","units","0","v32707800","10.3.8","0","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Mean time served","Days","77","units","0","v32707801","10.3.9","22","","","","0"
"2014/2015","Manitoba","2016A000246","Females","Median time served","Days","77","units","0","v32707802","10.3.10","5","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Total number of releases","Number","223","units","0","v32707803","10.4.1","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","1 week or less","Number","223","units","0","v32707804","10.4.2","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Greater than 1 week to 1 month","Number","223","units","0","v32707805","10.4.3","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Greater than 1 month to 6 months","Number","223","units","0","v32707806","10.4.4","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Greater than 6 months to 1 year","Number","223","units","0","v32707807","10.4.5","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Greater than 1 year to 2 years","Number","223","units","0","v32707808","10.4.6","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Greater than 2 years","Number","223","units","0","v32707809","10.4.7","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Length of time unknown","Number","223","units","0","v32707810","10.4.8","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Mean time served","Days","77","units","0","v47394761","10.4.9","0","","","","0"
"2014/2015","Manitoba","2016A000246","Sex unknown","Median time served","Days","77","units","0","v47394762","10.4.10","0","","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Total number of releases","Number","223","units","0","v47394767","11.1.1","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","1 week or less","Number","223","units","0","v47394768","11.1.2","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Greater than 1 week to 1 month","Number","223","units","0","v47394769","11.1.3","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Greater than 1 month to 6 months","Number","223","units","0","v47394770","11.1.4","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Greater than 6 months to 1 year","Number","223","units","0","v47394771","11.1.5","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Greater than 1 year to 2 years","Number","223","units","0","v47394772","11.1.6","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Greater than 2 years","Number","223","units","0","v47394773","11.1.7","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Length of time unknown","Number","223","units","0","v47394774","11.1.8","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Mean time served","Days","77","units","0","v79971886","11.1.9","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Total sex","Median time served","Days","77","units","0","v79971887","11.1.10","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Total number of releases","Number","223","units","0","v47394775","11.2.1","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","1 week or less","Number","223","units","0","v79971888","11.2.2","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Greater than 1 week to 1 month","Number","223","units","0","v79971889","11.2.3","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Greater than 1 month to 6 months","Number","223","units","0","v79971890","11.2.4","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Greater than 6 months to 1 year","Number","223","units","0","v79971891","11.2.5","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Greater than 1 year to 2 years","Number","223","units","0","v79971892","11.2.6","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Greater than 2 years","Number","223","units","0","v79971893","11.2.7","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Length of time unknown","Number","223","units","0","v79971894","11.2.8","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Mean time served","Days","77","units","0","v79971895","11.2.9","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Males","Median time served","Days","77","units","0","v79971896","11.2.10","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Females","Total number of releases","Number","223","units","0","v47394776","11.3.1","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Females","1 week or less","Number","223","units","0","v79971897","11.3.2","","..","","","0"
